Title,Price,Store,Condition
Used Harley Benton SC550 II DELUXE 3 Tone Sunburst Solid Body Electric Guitar,$299.99,"Crestwood, MO",Great
Used Gretsch Guitars G5230T Black Solid Body Electric Guitar,$424.99,"Crestwood, MO",Great
Used Schecer C-1 PLATINUM Trans Black Solid Body Electric Guitar,$399.99,"Monroeville, PA",Great
Used Martin X Series Special 000-X2E Natural Acoustic Electric Guitar,$549.99,"Dayton, OH",Great
Used Squier Affinity Stratocaster Blue Solid Body Electric Guitar,$174.99,"Millbury, MA",Great
Used Taylor 150E Natural 12 String Acoustic Electric Guitar,$749.99,"Winston-Salem, NC",Excellent
Used Gibson Les Paul Tribute Honey Burst Solid Body Electric Guitar,$774.99,"Marietta, GA",Fair
Used Epiphone ES135 Blue Burst Hollow Body Electric Guitar,$879.99,"Somerville Circle, NJ",Good
Used Ibanez AZ24027 2 Color Sunburst Solid Body Electric Guitar,"$1,599.99","Boise, ID",Great
Used Epiphone JARED JAMES NIHCOLS OLD GLORY  Gold Solid Body Electric Guitar,$599.99,"Boise, ID",Great
Used 2017 Fender Road Worn 60's Stratocaster 3 Color Sunburst Solid Body Electric Guitar,$949.99,"Goodlettsville, TN",Excellent
Used Fender 1963 Relic Stratocaster Dakota Red Solid Body Electric Guitar,"$3,999.99","Totowa, NJ",Excellent
Used Gibson 1961 SG VOS Cherry Solid Body Electric Guitar,"$3,599.99","Totowa, NJ",Excellent
Used Fender American Professional II Stratocaster DARK NIGHT Solid Body Electric Guitar,"$1,099.99","Monroeville, PA",Great
Used Epiphone ES339 Natural Hollow Body Electric Guitar,$449.99,"Columbia, SC",Excellent
Used Fender HM Heavy Metal Stratocaster WHITE Solid Body Electric Guitar,$774.99,"Norman, OK",Great
Used Fender Player Stratocaster Tiger Eye Solid Body Electric Guitar,$589.99,"Norman, OK",Great
Used Gibson Les Paul Tribute Honey Burst Solid Body Electric Guitar,$979.99,"Warwick, RI",Great
Used Stadium ST-420 Semi Hollow w/ P-90s 2 Color Sunburst Hollow Body Electric Guitar,$299.99,"Oklahoma City, OK",Great
Used Danelectro 57' limousine black Solid Body Electric Guitar,$598.99,"Tulsa, OK",Good
Used Hagstrom Super Swede 3 Tone Sunburst Solid Body Electric Guitar,$749.99,"Hickory Corners, NC",Great
Used Martin LX1E Natural Acoustic Guitar,$439.99,"Southington, CT",Great
Used Agile Intrepid fan fret multiscale 7 string Trans Charcoal Solid Body Electric Guitar,$549.99,"Tyler, TX",Great
Used 2020 Fender JIM ROOT SIGNATURE TELECASTER White Solid Body Electric Guitar,"$1,084.99","Mayfield Heights, OH",Good
Used PRS SE Custom 24 PINK Solid Body Electric Guitar,$619.99,"Kennesaw, GA",Great
Used Yamaha RSS20 RACING GREEN Solid Body Electric Guitar,$599.99,"Spartanburg, SC",Good
Used Fender Highway Parlor Natural Acoustic Electric Guitar,$827.99,"Southfield, MI",Excellent
Used Epiphone LES PAUL SPECIAL II SLASH Yellow Solid Body Electric Guitar,$199.99,"Independence, MO",Great
Used PRS SE CE 24 SANDBLASTED PURPLE Solid Body Electric Guitar,$449.99,"Flint, MI",Good
Used Ibanez RGA7420FM BLUE LAGOON Solid Body Electric Guitar,$549.99,"Fairfax, VA",Great
Used PRS Mark Tremonti Signature SE Natural Solid Body Electric Guitar,$474.99,"Nashville, TN",Great
Used Fender Vince Ray SpookShow T Bucket Black Acoustic Electric Guitar,$699.99,"Little Rock, AR",Great
Used Gibson Les Paul Studio Wine Red Solid Body Electric Guitar,"$1,049.99","Little Rock, AR",Great
Used Fender AMERICAN VINTAGE II TELECASTER 1952 Butterscotch Blonde Solid Body Electric Guitar,"$1,699.99","Nashville, TN",Great
Used Fender AMERCAN VINTAGE II TELECASTER CUSTOM Wine Red Solid Body Electric Guitar,"$1,699.99","Nashville, TN",Great
Used Slawn SS-1 Eggshell Solid Body Electric Guitar,"$1,999.99","Hickory Corners, NC",Excellent
Used EVH Wolfgang Special HONEY Solid Body Electric Guitar,$829.99,"N. Olmsted, OH",Good
Used Ibanez RG470 Blue Solid Body Electric Guitar,$349.99,"Greensboro, NC",Great
Used 2005 Gibson Les Paul Custom Mahogany Solid Body Electric Guitar,"$3,299.99","Marietta, GA",Great
Used Fender Vintera 60s Stratocaster Pelham Blue Solid Body Electric Guitar,$669.99,"Mesquite, TX",Great
Used Charvel SAM DIMAS STYLE 2 HH Blue Solid Body Electric Guitar,$699.99,"Mesquite, TX",Great
Used Epiphone Les Paul Standard Ocean Turquoise Solid Body Electric Guitar,$427.99,"Southfield, MI",Great
Used Ibanez S670QM Blue Solid Body Electric Guitar,$397.99,"Southfield, MI",Good
Used 2010 Epiphone Les Paul Standard Tobacco Sunburst Solid Body Electric Guitar,$427.99,"Southfield, MI",Great
Used Jackson JS34Q Dinky Silver Burst Solid Body Electric Guitar,$249.99,"Erie, PA",Great
Used Chapman ML1 Pro Traditional RAW TONE WHITE Solid Body Electric Guitar,$599.99,"Plano, TX",Great
Used 2012 Gibson 1970S Les Paul Tribute Left Handed RED  Electric Guitar,$999.99,"New London, CT",Great
Used Schecter Guitar Research C1 Classic Left Handed Antique Amber Electric Guitar,$749.99,"New London, CT",Great
Used Jackson SLATHXMG3 Black Solid Body Electric Guitar,$499.99,"Richmond, VA",Great
Used 2022 PRS Silver Sky John Mayer Signature Tungsten Solid Body Electric Guitar,"$2,199.99","Houston, TX",Great
Used Schecter Guitar Research Omen Extreme 6 Floyd Rose See Thru Black Solid Body Electric Guitar,$349.99,"Cherry Hill, NJ",Great
Used 2023 Fender Made in Japan Limited International Color Stratocaster Sahara Taupe Solid Body Electric Guitar,$799.99,"Springfield, NJ",Great
Used Prs Se CE24 SE VINTAGE CHERRY Solid Body Electric Guitar,$499.99,"Kennesaw, GA",Great
Used Ibanez GA2-AM Amber Classical Acoustic Guitar,$79.99,"Orange, CT",Good
Used Kramer Baretta Special Magenta Solid Body Electric Guitar,$159.99,"Hickory Corners, NC",Great
Used Taylor K14CE V-Class Builders Edition KOBA BURST Acoustic Guitar,"$3,469.99","Danbury, CT",Excellent
Used 2024 Jackson PRO PLUS SERIES SOLOIST SL2 Black Solid Body Electric Guitar,$999.99,"Cool Springs, TN",Excellent
Used 2024 Jackson AMERICAN PROFESSIONAL II 70TH ANNIVERSARY Natural Solid Body Electric Guitar,"$1,199.99","Cool Springs, TN",Excellent
Used 2024 Gibson Les Paul Studio Wine Red Solid Body Electric Guitar,"$1,099.99","Cool Springs, TN",Excellent
Used 2020 Fender American Pro Stratocaster Candy Apple Red Solid Body Electric Guitar,"$1,299.99","Cary, NC",Great
Used Fender Player II Stratocaster Tropical Turquoise Solid Body Electric Guitar,$644.99,"Erie, PA",Great
Used Gibson ES339 Tobacco Burst Hollow Body Electric Guitar,"$1,999.99","Winston-Salem, NC",Great
Used PRS SE Custom 24 Black Gold sunburst  Solid Body Electric Guitar,$649.99,"Southington, CT",Great
Used Yamaha AC3M 2 Color Sunburst Acoustic Electric Guitar,$599.99,"Nashville, TN",Great
Used Charvel Pro Mod DK24 HH Pink Solid Body Electric Guitar,$644.99,"Oklahoma City, OK",Great
Used Recording King RPH05 Dirty Thirties 3 Tone Sunburst Acoustic Guitar,$159.99,"Willowbrook, TX",Great
Used Gretsch G9200 Brown Acoustic Guitar,$279.99,"Willowbrook, TX",Great
Used Samick ARTIST SERIES EDITION Crimson Red Trans Hollow Body Electric Guitar,$399.99,"Willowbrook, TX",Good
Used Martin LX1 Natural Acoustic Guitar,$329.99,"Plano, TX",Great
Used Fender Duo Sonic Seafoam Green Solid Body Electric Guitar,$499.99,"Florence, KY",Great
Used Epiphone Les Paul Standard SUNBURST Solid Body Electric Guitar,$384.99,"Florence, KY",Good
Used Cozart S SYTLE Tobacco Burst Solid Body Electric Guitar,$129.99,"Florence, KY",Good
Used Gibson Firebird Cherry Solid Body Electric Guitar,"$1,999.99","New Braunfels, TX",Excellent
Used Washburn WG-587V Metallic Gray Solid Body Electric Guitar,$199.99,"N. Olmsted, OH",Great
Used Fender CD60 Dreadnought Natural Acoustic Guitar,$199.99,"South Springfield, MO",Excellent
Used 2024 Schecter Guitar Research PT SPECIAL PURPLE BURST Solid Body Electric Guitar,$554.99,"Somerville Circle, NJ",Excellent
Used Fender Player Stratocaster 2 Color Sunburst Solid Body Electric Guitar,$589.99,"Birmingham, AL",Great
Used 2024 Fender PLAYER II TELECASTER Black Solid Body Electric Guitar,$659.99,"Nashville, TN",Great
Used Takamine GD30CE-12 Black 12 String Acoustic Electric Guitar,$499.99,"Orange, CT",Great
Used Taylor T3B Bigsby Sunburst Hollow Body Electric Guitar,"$1,549.99","Virginia Beach, VA",Excellent
Used Fender Blacktop Jazzmaster 2 Color Sunburst Solid Body Electric Guitar,$699.99,"Overland Park, KS",Great
Used Squier Vintage Modified Baritone Jazzmaster Antigua Solid Body Electric Guitar,$849.99,"Overland Park, KS",Good
Used 2021 Gibson sg standard 1961 reissue candy apple red Solid Body Electric Guitar,"$1,249.99","Mayfield Heights, OH",Great
Used 2023 Gibson les paul standard 50's reissue Tobacco Burst Solid Body Electric Guitar,"$1,999.99","Mayfield Heights, OH",Great
Used strandberg Boden Standard 8 Orange Solid Body Electric Guitar,"$1,499.99","Appleton, WI",Excellent
Used Taylor 516CE Natural Acoustic Electric Guitar,"$1,799.99","Bridgeton, MO",Excellent
Used Ibanez prestige s1620fb Natural Solid Body Electric Guitar,$999.99,"Williston, VT",Great
Used Gibson Les Paul Studio Wine Red Solid Body Electric Guitar,"$1,059.99","Springfield, NJ",Great
Used Fender Mustang Seafoam Green Solid Body Electric Guitar,$539.99,"Mayfield Heights, OH",Good
Used 2021 strandberg Boden NX6 Autumn Burst Solid Body Electric Guitar,"$1,674.99","Southington, CT",Great
Used Taylor GS Mini-e Koa Plus Shaded Edge Burst Acoustic Electric Guitar,$899.99,"Fairfax, VA",Great
Used Squier Bullet Stratocaster HH Black Solid Body Electric Guitar,$199.99,"Toledo, OH",Good
Used Epiphone Les Paul 100 Bolt On Black Solid Body Electric Guitar,$199.99,"Toledo, OH",Good
Used Taylor 114CE Natural Acoustic Electric Guitar,$669.99,"Appleton, WI",Great
Used Gibson Les Paul Studio 2015 Desert Burst Solid Body Electric Guitar,"$1,029.99","Plymouth Meeting, PA",Great
Used Gibson J45 Standard Tobacco Burst Acoustic Electric Guitar,"$2,399.99","Crestwood, MO",Great
Used Squier Mini Affinity Stratocaster Black Electric Guitar,$84.99,"Plano, TX",Good
Used Dean CADILLAC Natural Solid Body Electric Guitar,$429.99,"Totowa, NJ",Fair
Used Fernandes RAVELLE Black Solid Body Electric Guitar,$699.99,"Oxford Valley, PA",Great
Used 2021 Fender Player Stratocaster Tobacco Solid Body Electric Guitar,$589.99,"Springfield, NJ",Great
Used Jasmine S34C Natural Acoustic Guitar,$74.99,"Monroeville, PA",Great
Used SX Single Cut Black Hollow Body Electric Guitar,$149.99,"Pittsburgh, PA",Good
Used Yamaha APX512A SANDBURST Acoustic Electric Guitar,$499.99,"Dayton, OH",Great
Used Squier Affinity Stratocaster Shell Pink Solid Body Electric Guitar,$149.99,"Appleton, WI",Great
Used Epiphone Les Paul Nightfall Black Solid Body Electric Guitar,$499.99,"Raleigh, NC",Good
Used Fender malibu player  AQS WN Surf Green Acoustic Guitar,$349.99,"Williston, VT",Great
Used Parker Guitars P-36 Natural Solid Body Electric Guitar,$849.99,"Twin Cities, MN",Great
Used Squier J Mascis Jazzmaster Vintage White Solid Body Electric Guitar,$449.99,"Hobart, IN",Excellent
Used Epiphone Les Paul Classic Worn Purple Solid Body Electric Guitar,$399.99,"Fredericksburg, VA",Great
Used 2018 Gibson SG Standard Autumn Shade Solid Body Electric Guitar,"$1,429.99","Allen Park, MI",Excellent
Used Jackson Chris Broderick Pro Series Solo 6 Metallic Blue Solid Body Electric Guitar,$599.99,"Richmond, VA",Great
Used Jackson SL2 Pro Series Soloist Purple Solid Body Electric Guitar,$799.99,"Richmond, VA",Excellent
Used Jackson SL2Q Pro Series Soloist Transparent Blue Solid Body Electric Guitar,$749.99,"Richmond, VA",Great
Used Gibson Les Paul Studio Faded Wine Red Solid Body Electric Guitar,$854.99,"Columbia, SC",Great
Used Fender Troy Van Leeuwen Jazzmaster Copper Solid Body Electric Guitar,"$1,279.99","Columbia, SC",Excellent
Used Eastman AC122-1CE Natural Acoustic Electric Guitar,$599.99,"Houston, TX",Excellent
Used Taylor 114CE Natural Acoustic Electric Guitar,$649.99,"N. Olmsted, OH",Great
Used Duesenberg Starplayer TV Sunburst Hollow Body Electric Guitar,"$2,299.99","Cherry Hill, NJ",Excellent
Used Yamaha APXT2 2 Color Sunburst Acoustic Electric Guitar,$119.99,"Cedar Hill, TX",Good
Used Taylor 214CE Natural Acoustic Electric Guitar,$879.99,"Pittsburgh, PA",Great
Used 2022 PRS Santana Signature Black Gold Burst Solid Body Electric Guitar,"$3,299.99","Totowa, NJ",Excellent
Used Taylor GS MINI-E KOA NATURAL Acoustic Electric Guitar,$799.99,"Denton, TX",Great
Used 2022 Schecter Guitar Research Hellraiser C1 Hybrid aurora Solid Body Electric Guitar,$899.99,"Mayfield Heights, OH",Great
Used Ibanez jem jr White Solid Body Electric Guitar,$399.99,"Orange, CT",Great
Used Harley Benton dc 600 vi Cream Solid Body Electric Guitar,$399.99,"Orange, CT",Great
Used ESP LTD H3-1000  Thru Purple Sunburst Solid Body Electric Guitar,$699.99,"Cherry Hill, NJ",Good
Used Epiphone SG Pro Pelham Blue Solid Body Electric Guitar,$369.99,"Virginia Beach, VA",Great
Used Epiphone Dot 2 Color Sunburst Hollow Body Electric Guitar,$339.99,"Springfield, NJ",Good
Used Jasmine S35 Maple  Acoustic Guitar,$72.99,"Salem, OR",Good
Used Epiphone SG Standard Graphite Pearl Solid Body Electric Guitar,$374.99,"Tulsa, OK",Great
Used D'Angelico Premier Lexington Black Cherry Acoustic Electric Guitar,$399.99,"Denton, TX",Great
Used Gibson SG Standard Heritage Cherry Solid Body Electric Guitar,"$1,499.99","Memphis, TN",Great
Used 1990s ESP Eclipse Flamed Blue Acoustic Electric Guitar,"$1,199.99","Hagerstown, MD",Great
Used Ibanez AZ2204 Blue Solid Body Electric Guitar,"$1,399.99","Greenville, SC",Great
Used PRS SE Standard 24 Blue Solid Body Electric Guitar,$514.99,"Appleton, WI",Great
Used Hamer MONACO KORINA Natural Solid Body Electric Guitar,$549.99,"Danbury, CT",Great
Used Squier 40th Anniversary Stratocaster Satin Seafoam Solid Body Electric Guitar,$339.99,"Dayton, OH",Great
Used strandberg Boden Essential 6 Elemental Blue Solid Body Electric Guitar,$924.99,"Dayton, OH",Excellent
Used Alvarez 5214 12 Natural 12 String Acoustic Guitar,$249.99,"Lubbock, TX",Good
Used Yamaha FG700S Natural Acoustic Guitar,$154.99,"Memphis, TN",Good
Used PRS 245 SE Tobacco Sunburst Solid Body Electric Guitar,$474.99,"Memphis, TN",Great
Used Gibson J45 Studio Walnut Acoustic Electric Guitar,"$1,559.99","Austin, TX",Great
Used PRS S2 Standard 22 Dark Cherry Burst Solid Body Electric Guitar,$904.99,"Austin, TX",Great
Used Duesenberg ALLIANCE SERIES JEFF DELAROSA Catalina Green Burst Solid Body Electric Guitar,"$2,199.99","Cherry Hill, NJ",Great
Used Ernie Ball Music Man John Petrucci Majesty 6 Enchanted Forest Solid Body Electric Guitar,"$2,399.99","Cherry Hill, NJ",Great
Used Epiphone Les Paul Standard Red Solid Body Electric Guitar,$499.99,"Florence, KY",Great
Used Alvarez Masterworks MPA66 Parlor SHADOWBURST Acoustic Guitar,$574.99,"Kennesaw, GA",Great
Used Ibanez Prestige RG5320 Cosmic Shadow Solid Body Electric Guitar,"$1,599.99","Cincinnati, OH",Great
Used 2016 Epiphone Les Paul Standard Pro Cherry Sunburst Solid Body Electric Guitar,$549.99,"Lincoln, NE",Excellent
Used Breedlove Pursuit EX S Concert BO CE Natural Acoustic Guitar,$549.99,"Canton, MI",Good
Used Fender Deluxe Nashville Telecaster White Blonde Solid Body Electric Guitar,$729.99,"Spartanburg, SC",Great
Used Squier Standard Stratocaster Seafoam Green Solid Body Electric Guitar,$214.99,"N. Olmsted, OH",Great
Vintage 1973 Martin D12-18 Natural 12 String Acoustic Guitar,"$1,999.99","Toledo, OH",Good
Used Fender PLAYER HSS STRATOCASTER 70TH ANNIVERSARY TIDEPOOL Solid Body Electric Guitar,$625.99,"N. Olmsted, OH",Great
Used Fender PLAYER STRATOCASTER HSS LIMITED EDITION Candy Apple Red Solid Body Electric Guitar,$629.99,"N. Olmsted, OH",Great
Used Fender Modern Player Stratocaster Natural Solid Body Electric Guitar,$469.99,"Denton, TX",Good
Used Epiphone DC Pro Green Solid Body Electric Guitar,$499.99,"Canton, MI",Great
Used Fender FA135CE Concert Natural Acoustic Electric Guitar,$149.99,"Raleigh, NC",Great
Used PRS SE CE24 Black Cherry Solid Body Electric Guitar,$524.99,"Laredo, TX",Great
Used PRS SE Custom 24 Gold Solid Body Electric Guitar,$499.99,"Laredo, TX",Good
Used PRS SE Standard 24-08 Translucent Blue Solid Body Electric Guitar,$524.99,"Laredo, TX",Good
Used Squier Contemporary Active Starcaster Gunmetal Gray Hollow Body Electric Guitar,$339.99,"Myrtle Beach, SC",Great
Used Squier Stratocaster HSS 2 Color Sunburst Solid Body Electric Guitar,$164.99,"Cedar Hill, TX",Good
Used Mitchell TD100 Short Scale Orange Solid Body Electric Guitar,$69.99,"Cedar Hill, TX",Fair
Used Epiphone Hummingbird STUDIO Black Acoustic Electric Guitar,$334.99,"Manchester, CT",Great
Used Stella H929 Tobacco Sunburst Acoustic Guitar,$169.99,"Central Dallas, TX",Fair
Used Martin GPCX2AE MACASSAR Natural Acoustic Electric Guitar,$499.99,"Cherry Hill, NJ",Great
Used Ibanez GRX70QA TRANSPARENT BLACK Solid Body Electric Guitar,$154.99,"Scottsdale, AZ",Great
Used Fender Player Stratocaster Surf Green Solid Body Electric Guitar,$674.99,"Danbury, CT",Great
Used Fender FA345CE Tiger Eye Acoustic Guitar,$299.99,"Norman, OK",Great
Used Gretsch Guitars G5420T Electromatic Silver Hollow Body Electric Guitar,$599.99,"Salem, OR",Great
Used 2001 Gibson Les Paul Standard Honey Burst Solid Body Electric Guitar,"$1,999.99","Goodlettsville, TN",Fair
Used Gibson SG Tribute Brown Solid Body Electric Guitar,$999.99,"Salem, OR",Great
Used Schecter Guitar Research CR6 AQUABURST Solid Body Electric Guitar,$419.99,"Pittsburgh, PA",Good
Used Fender HIGHWAY SERIES DREADNAUGHT Natural Acoustic Electric Guitar,$644.99,"Birmingham, AL",Great
Used Michael Kelly MKFPQNASFX Natural Acoustic Electric Guitar,$329.99,"Birmingham, AL",Great
Used Fender Player Stratocaster 2 Tone Sunburst Solid Body Electric Guitar,$539.99,"Norman, OK",Good
Used 2000 Seagull Artist Natural Acoustic Electric Guitar,$649.99,"Boise, ID",Good
Used 2003 Ibanez AG75 Artcore Blue Burst Hollow Body Electric Guitar,$319.99,"Marietta, GA",Good
Used Jackson DK2XR Neon Green Solid Body Electric Guitar,$379.99,"Danbury, CT",Great
Used Ibanez AZ47P1QM GREY BURST Solid Body Electric Guitar,$999.99,"Bridgeton, MO",Great
Used Mitchell T433CE EDGE BURST Acoustic Guitar,$299.99,"Avondale, AZ",Good
Used Fender Player Stratocaster HSS Daytona Blue Solid Body Electric Guitar,$599.99,"Springfield, NJ",Great
Used Jackson PC3 Amber Solid Body Electric Guitar,$699.99,"Avondale, AZ",Good
Used 2000s Godin A6 Ultra Black Acoustic Electric Guitar,$539.99,"New London, CT",Fair
Used 2022 Jackson Soloist SL3 Riviera Blue Solid Body Electric Guitar,"$1,759.99","Kansas City, MO",Excellent
Used Yamaha PAC611VFM Dark Red Burst Solid Body Electric Guitar,$499.99,"Toledo, OH",Great
Used 1970s Yamaha FG300 Natural Acoustic Guitar,$669.99,"South Austin, TX",Good
Used Jackson RRT PRO IVORY Solid Body Electric Guitar,$699.99,"Overland Park, KS",Great
Used Dean Boca 12 Brown Solid Body Electric Guitar,$319.99,"New Braunfels, TX",Great
Vintage 1966 Mosrite The Ventures XII Sunburst Solid Body Electric Guitar,"$2,199.99","Scottsdale, AZ",Great
Used Gibson Les Paul Classic Baltic Blue Solid Body Electric Guitar,"$1,619.99","Overland Park, KS",Good
Used PRS Zach Myers Signature SE Trans Blue Solid Body Electric Guitar,$619.99,"Katy, TX",Great
Used Breedlove Pursuit EX Concert Natural Acoustic Electric Guitar,$499.99,"Woodlands, TX",Great
